Ngày,Loại,Hạng mục,Diễn giải,Số tiền,Người thực hiện,Đối tượng,Dạng đối tượng,Tài khoản,Tài khoản liên quan,Mã giao dịch,Chứng từ
01/11/2025,Thu,Doanh thu Bán hàng,Chị Hương Q1 thanh toán công nợ,1.500.000,Trang,Khác,Khác,TK Dung,,20251101-012,
01/11/2025,Chi,Khác,Góp cổ phần dự án nhum: Thanh toán tiền mua nhum con của cô Mai: 310 con * 6k,1.860.000,Trang,Khác,Khác,TK Dung,,20251101-013,
31/10/2025,Chi,Chi phí nguyên vật liệu,Thanh toán công nợ nhập loin EBT SG,86.444.820,Trang,CÔNG TY TNHH EBT SÀI GÒN,NCC,TCB CTY,,20251031-001,
31/10/2025,Thu,Doanh thu Bán hàng,Lẩu cá tt công nợ,2.891.700,Trang,CT 138 ENT (LẨU CÁ THANH ĐA) - SG,NH,TCB CTY,,20251031-002,
31/10/2025,Thu,Doanh thu Bán hàng,TO HUYNH BAO CHAU tt công nợ,2.047.500,Trang,MS CHÂU TO - SG,KL,TCB CTY,,20251031-003,
31/10/2025,Chi,Chi phí khác,THU PHI DICH VU IBDN,10.000,Trang,Việt Nga - VRN,Ngân hàng,VRN CTY,,20251031-004,
31/10/2025,Chi,Chi phí khác,THU PHI DICH VU IBDN,1.000,Trang,Việt Nga - VRN,Ngân hàng,VRN CTY,,20251031-005,
31/10/2025,Thu,Chi phí khác,INTEREST LIQUIDATION - LAI NHAP GOC,13.945,Trang,Việt Nga - VRN,Ngân hàng,VRN CTY,,20251031-006,
31/10/2025,Chi,Chi phí khác,THU PHI SMS BANKING,30.000,Trang,Việt Nga - VRN,Ngân hàng,VRN CTY,,20251031-007,
31/10/2025,Chi,Chi phí khác,THU PHI SMS BANKING,3.000,Trang,Việt Nga - VRN,Ngân hàng,VRN CTY,,20251031-008,
31/10/2025,Chi,Chi phí khác,CHARGE FOR ACCOUNT MANAGEMENT - PHI QUAN LY TK,30.000,Trang,Việt Nga - VRN,Ngân hàng,VRN CTY,,20251031-009,
31/10/2025,Chi,Chi phí khác,CHARGE FOR ACCOUNT MANAGEMENT - PHI QUAN LY TK,3.000,Trang,Việt Nga - VRN,Ngân hàng,VRN CTY,,20251031-010,
31/10/2025,Chi,Khác,Mua đồ đơm,75.000,Trang,Khác,Khác,Tiền mặt,,20251031-011,
31/10/2025,Thu,Doanh thu Bán hàng,Phú thịnh thanh toán công nợ,41.355.000,Trang,CT TNHH ĐT TS PHÚ THỊNH,NPP,Tiền mặt,,20251031-012,
31/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Gái vĩnh trường,41.355.000,Trang,NCC CHỊ GÁI - VĨNH TRƯỜNG,NCC,Tiền mặt,,20251031-013,
31/10/2025,Thu,Doanh thu Bán hàng,Anh Thống võ gia thanh toán công nợ,11.155.000,Trang,CT TNHH TM THỰC PHẨM VÕ GIA (MR THỐNG),NH,Tiền mặt,,20251031-014,
31/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Chả cá Trí,11.155.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251031-015,
31/10/2025,Chi,Chi phí khác,Bơm lớp xe tải,20.000,Trang,Khác,Khác,Tiền mặt,,20251031-016,
31/10/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi ngày 30/10 + 15 bao ngày 31/10,690.000,Trang,Khác,Khác,Tiền mặt,,20251031-017,
31/10/2025,Chi,Vận chuyển,Gửi 8 thùng DPN,800.000,Trang,Khác,Khác,Tiền mặt,,20251031-018,
31/10/2025,Chi,Chi phí khác,Mua bột giặt cho xưởng,69.000,Trang,Khác,Khác,Tiền mặt,,20251031-019,
31/10/2025,Chi,Văn phòng phẩm,Mua thêm 2 ream giấy A4,100.000,Trang,Khác,Khác,Tiền mặt,,20251031-020,
31/10/2025,Thu,Doanh thu Bán hàng,Chị Châu To thanh toán phí vận chuyển (công nợ),50.000,Trang,MS CHÂU TO - SG,KL,TK Linh,,20251031-021,
31/10/2025,Chi,Khác,"Thanh toán trả lại tiền cho Sushi To (xuất hđ dư, đã unc)",11.750.000,Trang,HKD SUSHITO (NHÀ KHO)- SG,NH,TK Dung,,20251031-022,
31/10/2025,Thu,Doanh thu Bán hàng,An PHú thanh toán công nợ,5.600.000,Trang,CT TNHH XK & NK AN PHÚ (HSX 55 MỄ TRÌ),KL,TK Dung,,20251031-023,
31/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Ngân hòn xẹn,1.328.000,Trang,NCC CHỊ NGÂN - HÒN XỆN,NCC,TK Dung,,20251031-024,
31/10/2025,Thu,Doanh thu Bán hàng,Anh Hải Triều thanh toán công nợ,1.300.000,Trang,MR HẢI TRIỀU - Q10 - SG,KL,TK Dung,,20251031-025,
31/10/2025,Thu,Doanh thu Bán hàng,Thơm Vua Biển thanh toán công nợ,4.500.000,Trang,MS THƠM - NT,KL,Tk Ni,,20251031-026,
30/10/2025,Chi,Chuyển nội bộ,Rút tiền tk công ty,20.000.000,Trang,Nội Bộ,Nội Bộ,TCB CTY,,20251030-001,
30/10/2025,Thu,Doanh thu Bán hàng,CT TNHH TM DV SUSHITO chuyen tien s hd 1057 công nợ,10.869.915,Trang,HKD SUSHITO (NHÀ KHO)- SG,NH,TCB CTY,,20251030-002,
30/10/2025,Chi,Chi phí khác,thanh toan hoa don 85 cho Nguyen Van Ngo: mua đá dải đường đoạn vào xưởng,1.042.910,Trang,Khác,Khác,TCB CTY,,20251030-003,
30/10/2025,Thu,Doanh thu Bán hàng,5 kg vem MaXis LQD công nợ,525.000,Trang,NH MAXI - NHA TRANG,NH,TCB CTY,,20251030-004,
30/10/2025,Thu,Doanh thu Bán hàng,OCEAN LINK VIET NHAT chuyen tien công nợ,100.000.000,Trang,CT TNHH OCEAN LINK VIỆT NHẬT,NPP,TCB CTY,,20251030-005,
30/10/2025,Chi,Chi phí nguyên vật liệu,thanh toan tien mua hang cho Nguyen Thi Hong Son TT công nợ,5.367.000,Trang,NCC NHUM - SON - NINH HÒA,NCC,TCB CTY,,20251030-006,
30/10/2025,Thu,Doanh thu Bán hàng,ATABLE Ca ngu Eco Organic 110925 công nợ,3.150.000,Trang,CT TNHH TM VÀ DV ATABLE VN,KL,TCB CTY,,20251030-007,
30/10/2025,Thu,Doanh thu Bán hàng,PHAN XUAN LOC chuyen công nợ,1.965.600,Trang,ANH LỘC - ĐÔNG NAI,NH,TCB CTY,,20251030-008,
30/10/2025,Chi,Lãi vay,Tiền lãi khoản vay tín dụng tháng 10/2025,4.219.095,Trang,Techcombank,Ngân hàng,TCB CTY,,20251030-009,
30/10/2025,Chi,Thuế,Nộp thuế GTGT Q3/2025,253.607.772,Trang,Khác,Khác,Vay tin dung,,20251030-010,
30/10/2025,Chi,Chi phí khác,Mua dầu ăn cho xưởng,129.000,Trang,Khác,Khác,Tiền mặt,,20251030-011,
30/10/2025,Chi,Chi phí khác,Đổi bình gas,310.000,Trang,Khác,Khác,Tiền mặt,,20251030-012,
30/10/2025,Chi,Vận chuyển,Gửi 2 thùng xe cont cho Phương HN,500.000,Trang,Khác,Khác,Tiền mặt,,20251030-013,
30/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 5 thùng nhum nguyên con chị Phúc gửi,500.000,Trang,Khác,Khác,Tiền mặt,,20251030-014,
30/10/2025,Chi,Vận chuyển,Gửi 2 thùng cho Vạn Quang phú quốc,500.000,Trang,Khác,Khác,Tiền mặt,,20251030-015,
30/10/2025,Chi,Vận chuyển,Gửi 5thùng DPN + 1 t cho anh Toàn ĐN,550.000,Trang,Khác,Khác,Tiền mặt,,20251030-016,
30/10/2025,Thu,Doanh thu Bán hàng,Thanh Thảo thanh toán công nợ,2.600.000,Trang,MS THANH THẢO- SG,KL,Tiền mặt,,20251030-017,
30/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,2.600.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251030-018,
30/10/2025,Thu,Chuyển nội bộ,Rút tiền tk công ty,20.000.000,Trang,Nội Bộ,Nội Bộ,Tiền mặt,,20251030-019,
30/10/2025,Chi,Vận chuyển,Thanh toán tiền Grab a Trãi 3 đơn,210.000,Trang,Khác,Khác,Tiền mặt,,20251030-020,
30/10/2025,Chi,Vận chuyển,Gửi 1 thùng tài thắng cho Phương HN,250.000,Trang,Khác,Khác,Tiền mặt,,20251030-021,
30/10/2025,Chi,Vận chuyển,Gửi 3 thùng cho Vạn Quang phú quốc,750.000,Trang,Khác,Khác,Tiền mặt,,20251030-022,
30/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 6 thùng bt chị PHạm Thị Lợi gửi,1.100.000,Trang,Khác,Khác,Tiền mặt,,20251030-023,
30/10/2025,Chi,Vận chuyển,Gửi 1 thùng Vạn Quang vĩnh long,150.000,Trang,Khác,Khác,Tiền mặt,,20251030-024,
30/10/2025,Chi,Vận chuyển,Gửi 2 thùng DPN,200.000,Trang,Khác,Khác,Tiền mặt,,20251030-025,
30/10/2025,Thu,Doanh thu Bán hàng,Phan duy van tt công nợ,2.400.000,Trang,"MR DUY - VĂN CAO, HN",KL,TK Dung,,20251030-026,
30/10/2025,Thu,Doanh thu Bán hàng,Phan duy van tt công nợ,4.350.000,Trang,"MR DUY - VĂN CAO, HN",KL,TK Dung,,20251030-027,
30/10/2025,Thu,Doanh thu Bán hàng,Mr Hai HN tt công nợ,1.596.000,Trang,MR HẢI- HN,KL,TK Dung,,20251030-028,
30/10/2025,Thu,Doanh thu Bán hàng,Ms Đình Phong tt công nợ,140.000,Trang,MS ĐÌNH PHONG - HN,KL,TK Dung,,20251030-029,
30/10/2025,Thu,Doanh thu Bán hàng,Ms Thủy Tiên tt công nợ bill 30/10,1.343.000,Trang,MS THỦY TIÊN - HN,KL,TK Dung,,20251030-030,
30/10/2025,Thu,Doanh thu Bán hàng,Chị Tuyền thủ đức thanh toán công nợ,1.574.640,Trang,MS TUYỀN- THỦ ĐỨC,KL,TK Dung,,20251030-031,
30/10/2025,Thu,Doanh thu Bán hàng,Big Sushi - Lê Nhã thanh toán công nợ,3.900.000,Trang,BIG SUSHI - LÊ NHÃ - ĐN,NH,TK Dung,,20251030-032,
30/10/2025,Thu,Doanh thu Bán hàng,Anh Thái tt công nợ,973.000,Trang,MR THÁI - HN,KL,TK Dung,,20251030-033,
30/10/2025,Thu,Doanh thu Bán hàng,Nagi thanh toán tiền vận chuyển công nợ,50.000,Trang,NH NAGI 2 - GÒ VẤP,NH,TK Dung,,20251030-034,
30/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Kim Loan,7.477.000,Trang,NCC NHUM - KIM LOAN - NINH THUẬN,NCC,TK Sơn,,20251030-035,
30/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Phạm Thị Lợi,59.197.000,Trang,NCC PHẠM THỊ LỢI - PHÚ QUÝ,NCC,Tk Ni,,20251030-036,
30/10/2025,Chi,Chi phí khác,Thanh toán tiền anh sushi O Ba ck dư công nợ,248.500,Trang,SUSHI O BA,NH,Tk Ngợi,,20251030-037,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Sò Lông Nửa Mảnh + Hải Sâm + Nhum nguyên con (đvt: con),1.343.000,Trang,MS THỦY TIÊN - HN,KL,TK KN,,20251030-038,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng Nhum Gai khay 200g,140.000,Trang,MS ĐÌNH PHONG - HN,KL,TK KN,,20251030-039,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,12.400.000,Trang,CT TNHH TP NHẬT KOTO (MR KIÊN- HL),NPP,TK KN,,20251030-040,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực nang nút 9-10,22.579.200,Trang,CT TNHH MTV TM DV HH TP PHÚ QUỐC (ANH THỰC-PQ),NPP,TK KN,,20251030-041,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Cá Cờ Kiếm Saku + Bạch tuộc tako + Nang roll + Tuna Saku A,3.013.600,Trang,CT TNHH NH NAM SAN F&B (SUSHI NOWZOON),NH,TK KN,,20251030-042,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Lườn kiếm sashimi,1.596.000,Trang,MR HẢI- HN,KL,TK KN,,20251030-043,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,13.361.328,Trang,CT TNHH NGUYÊN PHƯƠNG,NPP,TK KN,,20251030-044,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Vẹm Xanh Tách Vỏ ( PE),525.000,Trang,NH MAXI - NHA TRANG,NH,TK KN,,20251030-045,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Chả cá + Tuna loin 3-5 + tuna saku,26.305.365,Trang,CT TNHH VẠN QUANG FOOD,NPP,TK KN,,20251030-046,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna đầu đuôi portion,4.500.000,Trang,MS THƠM - NT,KL,TK KN,,20251030-047,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,3.900.000,Trang,BIG SUSHI - LÊ NHÃ - ĐN,NH,TK KN,,20251030-048,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A + Bạch tuộc tươi,23.500.500,Trang,CT TNHH PGF ASIA- SG,NPP,TK KN,,20251030-049,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Lườn kiếm sashimi,973.000,Trang,MR THÁI - HN,KL,TK KN,,20251030-050,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna loin 3-5,9.157.500,Trang,CT THỰC PHẨM NGÀY MỚI,NPP,TK KN,,20251030-051,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng Chả Cá Viên + Mực Nang 500-800 + Chả cá,12.136.400,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TK KN,,20251030-052,
30/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Chả cá,4.491.600,Trang,CT TNHH VẠN QUANG FOOD,NPP,TK KN,,20251030-053,
30/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi (hàng đỏ) + Bạch tuộc tươi,4.963.000,Trang,NCC CHỊ GÁI - VĨNH TRƯỜNG,NCC,TK Nợ NCC,,20251030-054,
30/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi size 1up + Bạch tuộc tươi,59.197.500,Trang,NCC PHẠM THỊ LỢI - PHÚ QUÝ,NCC,TK Nợ NCC,,20251030-055,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako + Râu bạch tuộc,21.853.000,Trang,CT TNHH TM TP SH (SH FOODS),NPP,TK KN,,20251029-001,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,2.940.000,Trang,MR HÙNG- MAI HẮC ĐẾ - HN,KL,TK KN,,20251029-002,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng Cá tai + Cá Hồng Biển,3.205.900,Trang,"CT TNHH TISM & CO ( MR NAM- LA THÀNH,HN)",NH,TK KN,,20251029-003,
29/10/2025,KN,Doanh thu bán hàng,"Giao hàng Cá Hồng Biển + Sò Lông Nửa Mảnh + Cá Bè (Cá Khế, Cá Giấy, cá viễn)",2.971.500,Trang,CT TNHH PGF ASIA- HN,NPP,TK KN,,20251029-004,
29/10/2025,KN,Doanh thu bán hàng,"Giao hàng Cá Bè (Cá Khế, Cá Giấy, cá viễn)",1.291.250,Trang,MR HÙNG- MAI HẮC ĐẾ - HN,KL,TK KN,,20251029-005,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Chả cá,9.183.200,Trang,CT TNHH VẠN QUANG FOOD,NPP,TK KN,,20251029-006,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Nang sushi Sashimi đông khay (200g/ khay) + Bạch tuộc tako slice (160 gram/khay) + Bạch tuộc tako,22.265.000,Trang,CT TNHH MEAT AND FISH,NPP,TK KN,,20251029-007,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna rẻo CO + Bạch tuộc tako,6.586.000,Trang,MR TRƯỜNG SSM - PY,KL,TK KN,,20251029-008,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu bạch tuộc,3.300.000,Trang,CT TNHH MTV TM NAM ANH FOODS (MR VINH- ĐÀ NẴNG),KL,TK KN,,20251029-009,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Trứng Nhum AA 200g/khay,6.350.000,Trang,MR TOÀN - ĐÀ NẴNG,KL,TK KN,,20251029-010,
29/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Nang 500-800 + Kiếm steak + chả cá hấp + Chả cá,21.450.800,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TK KN,,20251029-011,
29/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Nhum hũ + Bạch tuộc tươi size 1up + Bạch tuộc tươi,5.367.000,Trang,NCC NHUM - SON - NINH HÒA,NCC,TK Nợ NCC,,20251029-012,
29/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi + Nhum nguyên con (đvt: con),13.544.000,Trang,NCC NHUM ĐEN - NGUYỄN THỊ PHÚC,NCC,TK Nợ NCC,,20251029-013,
29/10/2025,Nợ NCC,Chi phí nguyên vật liệu,"Nhập hàng phí vận chuyển + Cá tai + Cá Bè (Cá Khế, Cá Giấy, cá viễn) + Cá Hồng Biển",5.194.800,Trang,NCC MR TRƯỜNG SSM - PY ,NCC,TK Nợ NCC,,20251029-014,
29/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Chả cá + Chả Cá Viên,18.400.000,Trang,NCC CHẢ CÁ - CHỊ TUYẾT SƯƠNG - PY,NCC,TK Nợ NCC,,20251029-015,
28/10/2025,Thu,Doanh thu Bán hàng,Nagi thanh toán công nợ,539.700,Trang,NH NAGI 2 - GÒ VẤP,NH,TCB CTY,,20251028-001,
28/10/2025,Thu,Doanh thu Bán hàng,QUAN MUI DACN DNTN XD LONG PHUOC) TT TIEN HAI SAN HD 1128 Anh Chánh tt công nợ,8.230.950,Trang,CN DNTN XD LONG PHƯỚC (MR CHÁNH-VT),NH,TCB CTY,,20251028-002,
28/10/2025,Thu,Doanh thu Bán hàng,CONG TY TNHH DAU TU NTP TT CA NGU 2 010: anh Tình tt công nợ,2.047.500,Trang,CT TNHH ĐT NGỌC THỊNH PHÁT (MR TÌNH),NH,TCB CTY,,20251028-003,
28/10/2025,Thu,Doanh thu Bán hàng,FBC Sai Gon thanh toan công nợ than g 9/2025,8.505.000,Trang,GOFOOD-SG (CT TNHH FBC SÀI GÒN),NH,TCB CTY,,20251028-004,
28/10/2025,Chi,Khác,Eco góp vốn vào dự án nhum (thanh toan hoa don 83 cho Nguyen Van Ngo),898.200,Trang,Khác,Khác,TCB CTY,,20251028-005,
28/10/2025,Thu,Doanh thu Bán hàng,CONG TY TNHH THUONG MAI THUC PHAM SH tt công nợ,32.073.840,Trang,CT TNHH TM TP SH (SH FOODS),NPP,TCB CTY,,20251028-006,
28/10/2025,Chi,Chi phí nguyên vật liệu,thanh toan hoa don 642 cho cty Duong Tuan Phat TT công nợ,60.556.125,Trang,CT DƯƠNG TUẤN PHÁT - TAM QUAN (THÚY),NCC,TCB CTY,,20251028-007,
28/10/2025,Thu,Doanh thu Bán hàng,TRAN THI THAO TRANG chuyen tien Kin sushi tt công nợ,4.490.850,Trang,KIN SUSHI - LÂM ĐỒNG,KL,TCB CTY,,20251028-008,
28/10/2025,Thu,Doanh thu Bán hàng,Go Food HN thanh toán công nợ t9,25.628.400,Trang,GOFOOD- HN,NH,VRN CTY,,20251028-009,
28/10/2025,Thu,Doanh thu Bán hàng,Phiphi sushi thanh toán công nợ,1.477.700,Trang,CT TNHH MTV ISHIGA (PHIPHI SS)- ĐÀ NẴNG,NH,VRN CTY,,20251028-010,
28/10/2025,Chi,Hoa hồng,Hoa hồng bếp trưởng Buzza tháng 8/2025,700.000,Trang,Khác,Khác,Tiền mặt,,20251028-011,
28/10/2025,Thu,Doanh thu khác,Thu tiền bán giấy phế liệu,150.000,Trang,Khác,Khác,Tiền mặt,,20251028-012,
28/10/2025,Chi,Chi phí khác,Gửi 200 bộ khay nhum ra PHú Quý cho Tham Võ,92.000,Trang,Khác,Khác,Tiền mặt,,20251028-013,
28/10/2025,Thu,Doanh thu Bán hàng,Uni thanh toán công nợ từ 19/10-25/10,9.056.600,Trang,NH UNI SUSHI,NH,Tiền mặt,,20251028-014,
28/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Marusei DN,4.200.000,Trang,NCC MARUSEI- ĐÀ NẴNG,NCC,Tiền mặt,,20251028-015,
28/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Trí,4.856.600,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251028-016,
28/10/2025,Thu,Doanh thu Bán hàng,NBQN CS1 thanh toán công nợ,5.259.500,Trang,NH QUẢNG NINH-CS1,NH,Tiền mặt,,20251028-017,
28/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Bé Tân,5.259.500,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251028-018,
28/10/2025,Thu,Doanh thu Bán hàng,Hây sushi thanh toán công nợ,1.892.000,Trang,HÂY SUSHI - CẦN THƠ,NH,Tiền mặt,,20251028-019,
28/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Trí,1.892.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251028-020,
28/10/2025,Thu,Doanh thu Bán hàng,TP ngày mới tt công nợ,28.075.000,Trang,CT THỰC PHẨM NGÀY MỚI,NPP,Tiền mặt,,20251028-021,
28/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Trí,28.075.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251028-022,
28/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 6 thùng nhum nguyên con chị Phúc gửi,700.000,Trang,Khác,Khác,Tiền mặt,,20251028-023,
28/10/2025,Chi,Vận chuyển,Gửi 3 thùng cho Vạn Quang phú quốc,750.000,Trang,Khác,Khác,Tiền mặt,,20251028-024,
28/10/2025,Chi,Chi phí khác,Mua đá khói đóng hàng nhum 100g cho Haru,260.000,Trang,Khác,Khác,Tiền mặt,,20251028-025,
28/10/2025,Chi,Chi phí nguyên vật liệu,Xe ba gác chở bt bé tân về xưởng,100.000,Trang,Khác,Khác,Tiền mặt,,20251028-026,
28/10/2025,Chi,Chi phí khác,Đổi bình ga mini,10.000,Trang,Khác,Khác,Tiền mặt,,20251028-027,
28/10/2025,Chi,Vận chuyển,Gửi 4t lớn + 2t nhỏ (70kg nhum) cho Ocean Link DN,500.000,Trang,Khác,Khác,Tiền mặt,,20251028-028,
28/10/2025,Chi,Văn phòng phẩm,Mua 2 ream giấy A4 (IK 70g),100.000,Trang,Khác,Khác,Tiền mặt,,20251028-029,
28/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 5 thùng nang Truyền vũng tàu gửi,750.000,Trang,Khác,Khác,Tiền mặt,,20251028-030,
28/10/2025,Chi,Vận chuyển,Gửi 3 thùng cho vạn Quang phú quốc,750.000,Trang,Khác,Khác,Tiền mặt,,20251028-031,
28/10/2025,Chi,Vận chuyển,Đổ xăng xe tải,800.000,Trang,Khác,Khác,Tiền mặt,,20251028-032,
28/10/2025,Chi,Vận chuyển,Gửi 3 thùng xe cont ra HN cho Phương,700.000,Trang,Khác,Khác,Tiền mặt,,20251028-033,
28/10/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi ngày 27/10 + 15 bao ngày 28/10,690.000,Trang,Khác,Khác,Tiền mặt,,20251028-034,
28/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng nhum khay Đặng lý sơn gửi,170.000,Trang,Khác,Khác,Tiền mặt,,20251028-035,
28/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng nang sushi mr Công gửi (tiền bãi xe vũ mập),20.000,Trang,Khác,Khác,Tiền mặt,,20251028-036,
28/10/2025,Chi,Chi phí Sản xuất chung,Tiền thu gom rác 37 bao,370.000,Trang,Khác,Khác,Tiền mặt,,20251028-037,
28/10/2025,Chi,Vận chuyển,Gửi 3 thùng DPN,300.000,Trang,Khác,Khác,Tiền mặt,,20251028-038,
28/10/2025,Chi,Vận chuyển,Gửi 1 thùng cho Lệ sài gòn,100.000,Trang,Khác,Khác,Tiền mặt,,20251028-039,
28/10/2025,Thu,Doanh thu Bán hàng,Trung Daknong + cafe Hoàng Trung Tt công nợ,3.395.000,Trang,MS HUẾ- SG (ANH TRUNG- DAKNONG),KL,TK Dung,,20251028-040,
28/10/2025,Thu,Doanh thu Bán hàng,Quán tanaka Tei thanh toán công nợ,1.020.000,Trang,QUÁN TANAKEI - SG,KL,TK Dung,,20251028-041,
28/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 4 thùng nhum cô Thủy 4*12*950k công nợ,45.600.000,Trang,HOÀNG THỊ THÚY - HÒN RỚ (CÔ THỦY),NCC,TK Sơn,,20251028-042,
28/10/2025,Thu,Doanh thu Bán hàng,Hanna Sushi Thái Bình tt công nợ,2.077.700,Trang,HANA SS- THÁI BÌNH,NH,Tk Ngợi,,20251028-043,
28/10/2025,Chi,Khác,"Eco góp vốn vào dự án nhum (mua cá, sò, ... của anh Ngọ Cát Lợi, ck Vo Thi Kim Thao)",2.290.000,Trang,Khác,Khác,Tk Ngợi,,20251028-044,
28/10/2025,Chi,Chi phí nguyên vật liệu,Thanh toán nhum nguyên con của Bùi Thị Quanh,1.850.000,Trang,NCC NHUM ĐEN - QUANH BÙI,NCC,Tk Ngợi,,20251028-045,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu bạch tuộc,5.433.750,Trang,NH QUẢNG NINH- CS2,NH,TK KN,,20251028-046,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng nhum AA 100g/khay + tuna steak,18.000.000,Trang,CT TNHH DG GROUP (HARU - Q12),NH,TK KN,,20251028-047,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng Nhum AA 200g/khay,6.250.000,Trang,CT MARUSEI - SG,NPP,TK KN,,20251028-048,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng nhum AB 200g/khay + Trứng nhum AB 200g/khay,81.500.000,Trang,CT TNHH OCEAN LINK VIỆT NHẬT,NPP,TK KN,,20251028-049,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Nang sushi Sashimi (160g/ khay),1.050.000,Trang,"MR DUY - VĂN CAO, HN",KL,TK KN,,20251028-050,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Nang sushi Sashimi (160g/ khay),1.354.500,Trang,CT MARUSEI - HN,NPP,TK KN,,20251028-051,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A + Bạch tuộc tako,1.961.000,Trang,HANA SS- THÁI BÌNH,NH,TK KN,,20251028-052,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng nhum AA 100g/khay + Tuna Saku A,4.490.850,Trang,KIN SUSHI - LÂM ĐỒNG,KL,TK KN,,20251028-053,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,2.047.500,Trang,CT TNHH ĐT NGỌC THỊNH PHÁT (MR TÌNH),NH,TK KN,,20251028-054,
28/10/2025,KN,Doanh thu bán hàng,Giao hàng Rẻo cá cờ kiếm,2.280.000,Trang,MR GIANG- VẠN GIÃ,KL,TK KN,,20251028-055,
